"Airbus calls Brexit process a disgrace, threatens to leave UK","European planemaker Airbus' CEO Thomas Enders has branded the UK government's handling of Brexit a ""disgrace"" and warned the aerospace firm could pull out of the UK. ""If there's a no-deal Brexit, we'll have to make potentially harmful decisions for the UK,"" he said. ""There are plenty of countries... who'd love to build the wings for Airbus aircraft,"" he added.n"
I wish my bust was that big: Paine's wife on ICC's sketch for Pant,"Australia captain Tim Paine's wife Bonnie took to Instagram to react to ICC's sketch for India wicketkeeper-batsman Rishabh Pant, which showed him sitting with Paine and his family. ""Haha dying over this sketch...But I do wish my bust was that big,"" Bonnie wrote. ""Champion babysitter and champion cricketer,"" the ICC captioned the sketch congratulating Pant for winning Emerging Cricketer award."
Ravneet Gill to replace Rana Kapoor as YES Bank's MD and CEO,"Deutsche Bank's India Chief Executive Officer (CEO) Ravneet Singh Gill will replace Rana Kapoor as YES Bank's Managing Director and CEO, the private lender announced on Thursday. Gill will join the company on or before March 1, 2019, the bank added. The announcement comes after the Reserve Bank of India asked Kapoor to step down by January 31, 2019. "
Bal Thackeray's anger and arrogance were justified: Nawazuddin,"Nawazuddin Siddiqui, while speaking about his understanding of Thackeray's character, said, ""I think all his anger and arrogance [were] justified considering the situation...the society went through during that time."" ""There was a time in Maharashtra when all the mills were shut down...The youth suddenly faced unemployment. Creating jobs was the responsibility of the government and that didn't happen,"" Nawazuddin added."
Kangana aur main kisi ke aage peeche nahi ghumte: Ankita Lokhande,"Actress Ankita Lokhande has said she has been constantly misunderstood just like her 'Manikarnika: The Queen of Jhansi' co-star Kangana Ranaut, adding, ""It's because our personalities are like that, hum kisi ke aage peeche nahi ghumte, we don't bow down to anything."" ""I want to tell everyone that Kangana has a very beautiful soul. She is very humble,"" Ankita added."
Nadal wins Aus Open semi-final to reach his 25th Grand Slam final,"World number two Rafael Nadal defeated 20-year-old Stefanos Tsitsipas in Australian Open semi-final on Thursday to reach his 25th Grand Slam final. The 32-year-old beat the world number 15 with a scoreline of 6-2, 6-4, 6-0 in 106 minutes. In the final, the 17-time Grand Slam champion will face the winner of the semi-final between Novak Djokovic and Lucas Pouille."
He is worse than women: Congress leader says about Kerala CM,"Attacking Kerala CM Pinarayi Vijayan, state Congress leader K Sudhakaran said, ""Not only has Vijayan failed to act like a man, the reality shows us that he has proved to be worse than women."" ""When CPM workers eulogised Vijayan as a man with two hearts, even we thought after becoming CM, he'd do something like a man,"" the leader added."
Strong women raise strong women: Cong shares Indira-Priyanka pic,"After Congress announced Priyanka Gandhi Vadra's entry into active politics, the party shared a childhood photograph of Priyanka playing with her grandmother and former PM Indira Gandhi. ""Strong women raise strong women...#LikeGrandmotherLikeGranddaughter #Family #Love #womenempowerment"", the party captioned the image. Priyanka has been appointed as the General Secretary for Uttar Pradesh East."
Cong MLA accused of attempt to murder by fellow MLA absconding,Karnataka Congress MLA JN Ganesh is absconding days after he was booked by police for attempt to murder for allegedly assaulting his fellow party MLA Anand Singh. Ganesh reportedly assaulted Singh in a drunken brawl during their stay at a Bengaluru resort. Almost all state Congress MLAs were taken to the resort amid the party's poaching allegations against BJP.
"Fired by Nissan and Mitsubishi, Ghosn now quits as Renault chief","Carlos Ghosn on Wednesday resigned as the Chairman and CEO of France's largest carmaker Renault, French Finance Minister Bruno Le Maire said. Ghosn, earlier fired by Nissan as Chairman, has been in a Tokyo jail since November 19, when he was arrested over charges of alleged financial misconduct. He was also sacked as Mitsubishi Chairman a week after the arrest. "
China clones 5 gene-edited monkeys to study human disease,"Chinese scientists have cloned five monkeys from a macaque monkey which was gene-edited to induce 'circadian rhythm disorders' associated with human diseases like depression, cancer and Alzheimer's. It was the first time multiple clones were made from a gene-edited monkey for biomedical research, the state media reported. The gene-edited monkey most prone to the disorder was selected as the donor."
Baramulla becomes 1st J&K district with no surviving militant: DGP,"A day after security forces killed three terrorists in Jammu and Kashmir's Baramulla district, state DGP Dilbag Singh on Thursday announced Baramulla as ""the first district of Kashmir with no surviving militant, as on date"". The killed terrorists were affiliated with terror outfit Lashkar-e-Taiba. In 2018, encounters between security forces and terrorists were witnessed in 12 of J&K's  22 districts."
SC refuses to stay amendments to SC/ST Act,"The Supreme Court has refused to stay the proposed amendments to the SC/ST (Prevention of Atrocities) Act by which the Centre had restored the no anticipatory bail provision. The court stated that the pleas challenging the new amendments will be heard together. In March, the court had removed the provision for immediate arrest on FIRs filed under the act. "
Venezuela opposition leader declares himself interim President,"Venezuela opposition leader Juan GuaidÃ³ on Wednesday declared himself as the country's interim President. This came amid protests against NicolÃ¡s Maduro, who was sworn in as the Venezuelan President for the second time earlier this month. Maduro has been criticised for the economic and humanitarian crisis in Venezuela as well as alleged human rights abuses in the Latin American country."
Kim Jong-un expresses 'great satisfaction' over letter from Trump,"North Korean leader Kim Jong-un has expressed ""great satisfaction"" after receiving a letter from US President Donald Trump. ""Kim Jong-un said we'll believe in Trump's positive way of thinking and together with the US, advance toward the goal to be reached by the two countries,"" North Korea's state media said. Both leaders will meet for the second time next month."
China makes app that shows people if they're near someone in debt,"China's Hebei province has launched an app that shows people if they are within 500 metres of someone who is in debt and encourages them to report these debtors to the authorities, the Chinese state media reported. The app named 'map of deadbeat debtors' reveals the exact location of the debtors. It is a part of China's 'social credit system'."
"Billionaire Ken Griffin buys most expensive US home for â¹1,700 crore","Chicago-based hedge fund billionaire Ken Griffin has purchased a 24,000-square-foot New York penthouse for $238 million (â¹1,700 crore), setting the record for most expensive home ever sold in US. Griffin bought several floors of a 79-story residential tower overlooking Central Park. Earlier this month, the 50-year-old paid $122 million for a 200-year-old mansion near London's Buckingham Palace. "
